,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
290,Barragem 1,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,17806779000130,MG,ARAXÁ,-19.65972222222222,-46.926944444444445,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
291,Dique dos Búfalos,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.67342777777778,-46.97199888888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
292,Dique dos Borges,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.653326944444444,-46.95619777777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
293,Barragem A,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.649722222222223,-46.94611111111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
294,Barragem A0,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.610835,-47.02936583333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.11
295,Barragem B1/B4,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.63361111111111,-46.99638888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
296,Barragem B6,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.611005833333333,-47.01284777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.11
297,Barragem E,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.65020388888889,-46.95232194444445,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
298,Barragem F,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.654166666666665,-46.95305555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
299,Barragem B2,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.641352777777776,-46.973849722222226,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,6.0
300,Barragem B5,MOSAIC FERTILIZANTES P&K LTDA.,33931486001455,MG,ARAXÁ,-19.616944444444446,-47.02111111111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
301,Barragem da Mina II,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,17806779000130,MG,ARAXÁ,-19.657,-46.94018055555555,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,6.11
302,Barragem 03,CSN CIMENTOS S.A.,38282487000115,MG,ARCOS,-20.31343888888889,-45.57745555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
303,Barragem 02,CSN CIMENTOS S.A.,38282487000115,MG,ARCOS,-20.316561111111113,-45.58316111111112,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
304,2,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.973500277777777,-43.6037275,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
305,A - PDE Nordeste,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.948728055555556,-43.58669972222223,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,20.01
306,C - PDE Nordeste,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.938450833333334,-43.58381027777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
307,Fazendinha,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.9717275,-43.60806222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
308,Sul Superior,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.970175555555553,-43.59686694444445,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 3,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,0.0
309,Norte/Laranjeiras,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.84834222222222,-43.42172055555555,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0,40.0,10.0,1,0.0
310,Barragem Torto,VALE S.A.,33592510000154,MG,BARÃO DE COCAIS,-19.851347222222223,-43.41376944444444,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,20.01
311,Bacia 01,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.784722222222225,-43.192027777777774,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,40.0,10.0,1,40.0
312,Bacia 07,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.78311111111111,-43.18311111111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
313,Bacia 08,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.784972222222223,-43.180166666666665,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
314,Bacia 09,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.777177777777776,-43.189425,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
315,Bacia 15,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.77631472222222,-43.191047777777776,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
316,Bacia 16,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.78609777777778,-43.17279694444444,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
317,Bacia 17,ARCELORMITTAL BRASIL S.A.,17469701000177,MG,BELA VISTA DE MINAS,-19.783826944444446,-43.165212777777775,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
318,BARRAGEM DE CONTENÇÃO DE ÁGUAS PLUVIAIS-DIQUE D-03,SICAL INDUSTRIAL LTDA.,19416627000156,MG,BELO HORIZONTE,-20.025280555555554,-44.013527777777774,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
319,Marés I,VALE S.A.,33592510000154,MG,BELO VALE,-20.42527777777778,-43.927861111111106,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
320,Marés II,VALE S.A.,33592510000154,MG,BELO VALE,-20.433944444444446,-43.931555555555555,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
321,Barragem 1 - Dique de Contenção,Construtora Martins Lanna Ltda.,19974518000154,MG,BETIM,-19.864936111111113,-44.09308444444445,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
322,Barragem 2 - Captação de Água,Construtora Martins Lanna Ltda.,19974518000154,MG,BETIM,-19.875955555555556,-44.10049166666667,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
323,DIQUE D,Brasmic Mineração Areia e Brita Ltda,22470777000152,MG,BETIM,-19.985555555555557,-44.12147222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,5.0
324,Dique IV,MINERACAO GERAL DO BRASIL S/A,60727120000117,MG,BRUMADINHO,-20.064777777777778,-44.02886111111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
325,Barragem B3,MINERACAO GERAL DO BRASIL S/A,60727120000117,MG,BRUMADINHO,-20.067444444444444,-44.02302777777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,42.05
326,DIQUE DE SAÍDA DE CAVA,EMPRESA DE MINERACAO ESPERANCA S A,33300971000106,MG,BRUMADINHO,-20.11202777777778,-44.220194444444445,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
327,BARRAGEM DE GABIÕES,EMPRESA DE MINERACAO ESPERANCA S A,33300971000106,MG,BRUMADINHO,-20.115694444444447,-44.218361111111115,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
328,SUMP DE CONTENÇÃO DE SEDIMENTOS,EMPRESA DE MINERACAO ESPERANCA S A,33300971000106,MG,BRUMADINHO,-20.110916666666668,-44.22408333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
329,Dique 03,MINERACAO COMISA LTDA,03405415000133,MG,BRUMADINHO,-20.1216,-44.31937222222223,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
330,Dique 01,MINERACAO COMISA LTDA,03405415000133,MG,BRUMADINHO,-20.118047222222224,-44.319252777777784,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
331,Capim Branco,VALE S.A.,33592510000154,MG,BRUMADINHO,-20.108272777777778,-44.07366777777778,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
332,Barragem B1 - Mina Ipê,MINERACAO MORRO DO IPE S.A.,22902554000117,MG,BRUMADINHO,-20.119805555555555,-44.307472222222216,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,2.0,0.0,0,0.0,0.0,0,0.0
333,Dique B4,EMICON MINERACAO E TERRAPLENAGEM LIMITADA,16679953000168,MG,BRUMADINHO,-20.117583333333332,-44.317194444444446,Sul do Equador,Média,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,45.0
334,Menezes I,VALE S.A.,33592510000154,MG,BRUMADINHO,-20.11963888888889,-44.13922222222222,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
335,Menezes II,VALE S.A.,33592510000154,MG,BRUMADINHO,-20.128083333333333,-44.13827777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
336,VI,VALE S.A.,33592510000154,MG,BRUMADINHO,-20.119055555555555,-44.12441666666667,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
337,VII,VALE S.A.,33592510000154,MG,BRUMADINHO,-20.104277777777778,-44.11966666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,47.0
338,Barragem B1,MINERACAO GERAL DO BRASIL S/A,60727120000117,MG,BRUMADINHO,-20.064805555555555,-44.029222222222224,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
339,Barragem B2,MINERACAO GERAL DO BRASIL S/A,60727120000117,MG,BRUMADINHO,-20.066305555555555,-44.02719444444444,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,50.0
340,Santa Bárbara,VALLOUREC TUBOS DO BRASIL LTDA.,17170150000146,MG,BRUMADINHO,-20.16186111111111,-44.00622222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
341,Barragem B1A,EMICON MINERACAO E TERRAPLENAGEM LIMITADA,16679953000168,MG,BRUMADINHO,-20.122972222222224,-44.31258333333333,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
342,Barragem Quéias,EMICON MINERACAO E TERRAPLENAGEM LIMITADA,16679953000168,MG,BRUMADINHO,-20.126991944444445,-44.31611083333333,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
343,Dique B3,EMICON MINERACAO E TERRAPLENAGEM LIMITADA,16679953000168,MG,BRUMADINHO,-20.11936111111111,-44.31594444444444,Sul do Equador,Média,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
344,Dique Quéias - Captação de Água,MINERACAO COMISA LTDA,03405415000133,MG,BRUMADINHO,-20.126694444444446,-44.31613888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
345,Dique - Pilha 2,Mib Mineração Ibirité Ltda,08578982000105,MG,BRUMADINHO,-20.129869444444445,-44.10256388888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
346,Dique - Pilha 4,Mib Mineração Ibirité Ltda,08578982000105,MG,BRUMADINHO,-20.123088055555556,-44.10646972222222,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
347,Dique Conquistinha,MINERACAO MORRO DO IPE S.A.,22902554000117,MG,BRUMADINHO,-20.1159,-44.29810277777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,50.0
348,Moita,MINERACAO SERRAS DO OESTE LIMITADA,28917748000172,MG,CAETÉ,-19.934925833333335,-43.649055833333335,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
349,Barragem RG2W,MINERACAO SERRAS DO OESTE LIMITADA,28917748000172,MG,CAETÉ,-19.958252777777776,-43.63480888888889,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,99.0
350,Bacia Nestor Figueiredo - BNF,INDUSTRIAS NUCLEARES DO BRASIL S.A - INB,00322818003650,MG,CALDAS,-21.94025388888889,-46.48911888888889,Sul do Equador,Média,Média,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,99.0
351,BARRAGEM D4,INDUSTRIAS NUCLEARES DO BRASIL S.A - INB,00322818003650,MG,CALDAS,-21.96611111111111,-46.51111111111111,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,2.0,0.0,0,0.0,0.0,0,0.0
352,Barragem de Rejeitos - BAR,INDUSTRIAS NUCLEARES DO BRASIL S.A - INB,00322818003650,MG,CALDAS,-21.97076111111111,-46.49391111111111,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
353,BARRAGEM B1,CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL,33039223000111,MG,CARANAÍBA,-20.903388888888887,-43.803888888888885,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.7
354,Dique de Captação,PEDREIRA UM VALEMIX LTDA,41716499000115,MG,CATAS ALTAS,-20.027475,-43.42413888888888,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
355,Dique IV,VALE S.A.,33592510000154,MG,CATAS ALTAS,-20.090833333333332,-43.41583333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
356,Dique V,VALE S.A.,33592510000154,MG,CATAS ALTAS,-20.091666666666665,-43.41611111111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
357,Dique VII,VALE S.A.,33592510000154,MG,CATAS ALTAS,-20.098055555555554,-43.41416666666667,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
358,Mosquito,VALE S.A.,33592510000154,MG,CATAS ALTAS,-20.105474444444447,-43.40418222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
359,Barragem de Rejeitos,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,CONCEIÇÃO DO MATO DENTRO,-18.865222222222222,-43.40811111111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,6.0,0,0.0,0.0,0,0.0
360,Dique de Contenção de Sedimentos 02,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,CONCEIÇÃO DO MATO DENTRO,-18.889722222222222,-43.405277777777776,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
361,Dique de Contenção de Sedimentos 03,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,CONCEIÇÃO DO MATO DENTRO,-18.92082888888889,-43.406573055555555,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
362,Dique de Contenção de Sedimentos 04,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,CONCEIÇÃO DO MATO DENTRO,-18.93166666666667,-43.401666666666664,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
363,Dique de Contenção de Sedimentos 05,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,02359572000430,MG,CONCEIÇÃO DO MATO DENTRO,-18.935555555555556,-43.40119166666666,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
364,Turmalina,MINERACAO SERRAS DO OESTE LIMITADA,28917748000172,MG,CONCEIÇÃO DO PARÁ,-19.746055555555557,-44.87441666666667,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,3.0,0,0.0,0.0,0,14.97
365,BARRAGEM DO LAGARTO,CSN MINERACAO S.A.,08902291000115,MG,CONGONHAS,-20.451651944444443,-43.90656583333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
366,Dique de Sedimentos da PDE Cava Sul,FERRO + MINERACAO S.A.,21256870000104,MG,CONGONHAS,-20.436508333333332,-43.87179166666667,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
367,Gambá,VALE S.A.,33592510000154,MG,CONGONHAS,-20.431333333333335,-43.88286111111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
368,Nova Baixo João Pereira,VALE S.A.,33592510000154,MG,CONGONHAS,-20.44013888888889,-43.905138888888885,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
369,Barnabé,VALE S.A.,33592510000154,MG,CONGONHAS,-20.425833333333333,-43.891777777777776,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
370,Barnabé 1,VALE S.A.,33592510000154,MG,CONGONHAS,-20.43402777777778,-43.882333333333335,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
371,BARRAGEM B4,CSN MINERACAO S.A.,08902291000115,MG,CONGONHAS,-20.485833333333336,-43.88583333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,42.0
372,BARRAGEM CASA DE PEDRA,CSN MINERACAO S.A.,08902291000115,MG,CONGONHAS,-20.50583333333333,-43.88333333333333,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,1.0,1.0,0,0.0,0.0,0,0.0
373,DIQUE DO BICHENTO IIIA,CSN MINERACAO S.A.,08902291000115,MG,CONGONHAS,-20.485,-43.93333333333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
374,DIQUE DO ENGENHO,CSN MINERACAO S.A.,08902291000115,MG,CONGONHAS,-20.45647222222222,-43.89447222222222,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
